"","mes_ano","pais","valor"
"3935",2010-03-01,"New Zealand",9828
"3936",2010-04-01,"New Zealand",10272
"3937",2010-05-01,"New Zealand",7740
"3938",2010-06-01,"New Zealand",5500
"3939",2010-07-01,"New Zealand",8040
"3940",2010-08-01,"New Zealand",9746
"3941",2010-09-01,"New Zealand",7480
"3942",2010-10-01,"New Zealand",8650
"3943",2010-11-01,"New Zealand",14875
"3944",2010-12-01,"New Zealand",14181
"3945",2011-01-01,"New Zealand",14550
"3946",2011-02-01,"New Zealand",18000
"3947",2011-03-01,"New Zealand",10530
"3948",2011-04-01,"New Zealand",10296
"3949",2011-05-01,"New Zealand",8560
"3950",2011-06-01,"New Zealand",6740
"3951",2011-07-01,"New Zealand",9696
"3952",2011-08-01,"New Zealand",11504
"3953",2011-09-01,"New Zealand",8048
"3954",2011-10-01,"New Zealand",10624
"3955",2011-11-01,"New Zealand",18560
"3956",2011-12-01,"New Zealand",18416
"3957",2012-01-01,"New Zealand",23344
"3958",2012-02-01,"New Zealand",15280
"3959",2012-03-01,"New Zealand",19200
"3960",2012-04-01,"New Zealand",18192
"3961",2012-05-01,"New Zealand",12928
"3962",2012-06-01,"New Zealand",9696
"3963",2012-07-01,"New Zealand",12112
"3964",2012-08-01,"New Zealand",14368
"3965",2012-09-01,"New Zealand",14048
"3966",2012-10-01,"New Zealand",15344
"3967",2012-11-01,"New Zealand",21824
"3968",2012-12-01,"New Zealand",20688
"3969",2013-01-01,"New Zealand",18768
"3970",2013-02-01,"New Zealand",31536
"3971",2013-03-01,"New Zealand",20736
"3972",2013-04-01,"New Zealand",24784
"3973",2013-05-01,"New Zealand",16832
"3974",2013-06-01,"New Zealand",11680
"3975",2013-07-01,"New Zealand",15168
"3976",2013-08-01,"New Zealand",17776
"3977",2013-09-01,"New Zealand",21200
"3978",2013-10-01,"New Zealand",13568
"3979",2013-11-01,"New Zealand",18384
"3980",2013-12-01,"New Zealand",18496
"3981",2014-01-01,"New Zealand",30128
"3982",2014-02-01,"New Zealand",28496
"3983",2014-03-01,"New Zealand",23200
"3984",2014-04-01,"New Zealand",24448
"3985",2014-05-01,"New Zealand",17040
"3986",2014-06-01,"New Zealand",12592
"3987",2014-07-01,"New Zealand",18144
"3988",2014-08-01,"New Zealand",19936
"3989",2014-09-01,"New Zealand",18368
"3990",2014-10-01,"New Zealand",19552
"3991",2014-11-01,"New Zealand",27184
"3992",2014-12-01,"New Zealand",25776
"3993",2015-01-01,"New Zealand",25680
"3994",2015-02-01,"New Zealand",55968
"3995",2015-03-01,"New Zealand",30864
"3996",2015-04-01,"New Zealand",31024
"3997",2015-05-01,"New Zealand",24704
"3998",2015-06-01,"New Zealand",16176
"3999",2015-07-01,"New Zealand",20016
"4000",2015-08-01,"New Zealand",25120
"4001",2015-09-01,"New Zealand",25840
"4002",2015-10-01,"New Zealand",27040
"4003",2015-11-01,"New Zealand",36736
"4004",2015-12-01,"New Zealand",36736
"4005",2016-01-01,"New Zealand",40848
"4006",2016-02-01,"New Zealand",53152
"4007",2016-03-01,"New Zealand",40448
"4008",2016-04-01,"New Zealand",43392
"4009",2016-05-01,"New Zealand",29024
"4010",2016-06-01,"New Zealand",18576
"4011",2016-07-01,"New Zealand",26240
"4012",2016-08-01,"New Zealand",26128
"4013",2016-09-01,"New Zealand",27184
"4014",2016-10-01,"New Zealand",29360
"4015",2016-11-01,"New Zealand",38752
"4016",2016-12-01,"New Zealand",35904
"4017",2017-01-01,"New Zealand",54096
"4018",2017-02-01,"New Zealand",33728
"4019",2017-03-01,"New Zealand",42000
"4020",2017-04-01,"New Zealand",39296
"4021",2017-05-01,"New Zealand",27568
"4022",2017-06-01,"New Zealand",17744
"4023",2017-07-01,"New Zealand",29360
"4024",2017-08-01,"New Zealand",29232
"4025",2017-09-01,"New Zealand",30704
"4026",2017-10-01,"New Zealand",33040
"4027",2017-11-01,"New Zealand",41808
"4028",2017-12-01,"New Zealand",39296
"4029",2018-01-01,"New Zealand",37280
"4030",2018-02-01,"New Zealand",68928
"4031",2018-03-01,"New Zealand",43440
"4032",2018-04-01,"New Zealand",46464
"4033",2018-05-01,"New Zealand",30544
"4034",2018-06-01,"New Zealand",18928
"4035",2018-07-01,"New Zealand",29264
"4036",2018-08-01,"New Zealand",31536
"4037",2018-09-01,"New Zealand",32416
"4038",2018-10-01,"New Zealand",31440
"4039",2018-11-01,"New Zealand",39948
"4040",2018-12-01,"New Zealand",38001
"4041",2019-01-01,"New Zealand",43858
"4042",2019-02-01,"New Zealand",50861
"4043",2019-03-01,"New Zealand",41063
"4044",2019-04-01,"New Zealand",36610
"4045",2019-05-01,"New Zealand",27782
"4046",2019-06-01,"New Zealand",18334
"4047",2019-07-01,"New Zealand",28290
"4048",2019-08-01,"New Zealand",29327
"4049",2019-09-01,"New Zealand",27523
"4050",2019-10-01,"New Zealand",27831
"4051",2019-11-01,"New Zealand",38820
"4052",2019-12-01,"New Zealand",36842
"4053",2020-01-01,"New Zealand",50316
"4054",2020-02-01,"New Zealand",5004
"4055",2020-03-01,"New Zealand",1466
"4056",2020-04-01,"New Zealand",44
"4057",2020-05-01,"New Zealand",159
"4058",2020-06-01,"New Zealand",239
"4059",2020-07-01,"New Zealand",242
"4060",2020-08-01,"New Zealand",340
"4061",2020-09-01,"New Zealand",191
"4062",2020-10-01,"New Zealand",158
"4063",2020-11-01,"New Zealand",176
"4064",2020-12-01,"New Zealand",173
"4065",2021-01-01,"New Zealand",133
"4066",2021-02-01,"New Zealand",137
"4067",2021-03-01,"New Zealand",163
"4068",2021-04-01,"New Zealand",122
"4069",2021-05-01,"New Zealand",198
"4070",2021-06-01,"New Zealand",264
"4071",2021-07-01,"New Zealand",179
"4072",2021-08-01,"New Zealand",121
"4073",2021-09-01,"New Zealand",68
"4074",2021-10-01,"New Zealand",82
"4075",2021-11-01,"New Zealand",66
"4076",2021-12-01,"New Zealand",111
"4077",2022-01-01,"New Zealand",76
"4078",2022-02-01,"New Zealand",48
"4079",2022-03-01,"New Zealand",135
"4080",2022-04-01,"New Zealand",184
"4081",2022-05-01,"New Zealand",917
"4082",2022-06-01,"New Zealand",942
"4083",2022-07-01,"New Zealand",1375
"4084",2022-08-01,"New Zealand",1403
"4085",2022-09-01,"New Zealand",1892
"4086",2022-10-01,"New Zealand",2327
"4087",2022-11-01,"New Zealand",2866
"4088",2022-12-01,"New Zealand",4731
"4089",2023-01-01,"New Zealand",4949
"4090",2023-02-01,"New Zealand",NA
"4091",2002-01-01,"Singapore",50303
"4092",2002-02-01,"Singapore",81649
"4093",2002-03-01,"Singapore",42728
"4094",2002-04-01,"Singapore",63880
"4095",2002-05-01,"Singapore",56486
"4096",2002-06-01,"Singapore",41186
"4097",2002-07-01,"Singapore",51147
"4098",2002-08-01,"Singapore",62700
"4099",2002-09-01,"Singapore",47218
"4100",2002-10-01,"Singapore",57693
"4101",2002-11-01,"Singapore",56422
"4102",2002-12-01,"Singapore",58687
"4103",2003-01-01,"Singapore",62455
"4104",2003-02-01,"Singapore",89704
"4105",2003-03-01,"Singapore",54063
"4106",2003-04-01,"Singapore",23002
"4107",2003-05-01,"Singapore",3994
"4108",2003-06-01,"Singapore",8405
"4109",2003-07-01,"Singapore",20989
"4110",2003-08-01,"Singapore",52858
"4111",2003-09-01,"Singapore",57716
"4112",2003-10-01,"Singapore",56700
"4113",2003-11-01,"Singapore",67542
"4114",2003-12-01,"Singapore",71082
"4115",2004-01-01,"Singapore",79717
"4116",2004-02-01,"Singapore",50903
"4117",2004-03-01,"Singapore",53481
"4118",2004-04-01,"Singapore",75069
"4119",2004-05-01,"Singapore",70022
"4120",2004-06-01,"Singapore",63025
"4121",2004-07-01,"Singapore",92653
"4122",2004-08-01,"Singapore",90215
"4123",2004-09-01,"Singapore",62125
"4124",2004-10-01,"Singapore",70449
"4125",2004-11-01,"Singapore",88228
"4126",2004-12-01,"Singapore",84392
"4127",2005-01-01,"Singapore",45823
"4128",2005-02-01,"Singapore",61635
"4129",2005-03-01,"Singapore",52264
"4130",2005-04-01,"Singapore",68835
"4131",2005-05-01,"Singapore",62873
"4132",2005-06-01,"Singapore",61151
"4133",2005-07-01,"Singapore",93890
"4134",2005-08-01,"Singapore",101134
"4135",2005-09-01,"Singapore",67061
"4136",2005-10-01,"Singapore",74502
"4137",2005-11-01,"Singapore",88707
"4138",2005-12-01,"Singapore",79945
"4139",2006-01-01,"Singapore",81734
"4140",2006-02-01,"Singapore",96562
"4141",2006-03-01,"Singapore",91092
"4142",2006-04-01,"Singapore",97423
"4143",2006-05-01,"Singapore",78594
"4144",2006-06-01,"Singapore",71213
"4145",2006-07-01,"Singapore",113127
"4146",2006-08-01,"Singapore",103459
"4147",2006-09-01,"Singapore",63550
"4148",2006-10-01,"Singapore",70690
"4149",2006-11-01,"Singapore",88343
"4150",2006-12-01,"Singapore",81414
"4151",2007-01-01,"Singapore",76116
"4152",2007-02-01,"Singapore",111934
"4153",2007-03-01,"Singapore",79239
"4154",2007-04-01,"Singapore",99136
"4155",2007-05-01,"Singapore",85198
"4156",2007-06-01,"Singapore",77239
"4157",2007-07-01,"Singapore",108881
"4158",2007-08-01,"Singapore",114463
"4159",2007-09-01,"Singapore",76181
"4160",2007-10-01,"Singapore",83831
"4161",2007-11-01,"Singapore",103906
"4162",2007-12-01,"Singapore",97832
"4163",2008-01-01,"Singapore",108486
"4164",2008-02-01,"Singapore",121031
"4165",2008-03-01,"Singapore",98180
"4166",2008-04-01,"Singapore",107639
"4167",2008-05-01,"Singapore",86785
"4168",2008-06-01,"Singapore",70565
"4169",2008-07-01,"Singapore",105528
"4170",2008-08-01,"Singapore",91325
"4171",2008-09-01,"Singapore",66582
"4172",2008-10-01,"Singapore",76836
"4173",2008-11-01,"Singapore",79096
"4174",2008-12-01,"Singapore",66689
"4175",2009-01-01,"Singapore",105144
"4176",2009-02-01,"Singapore",80037
"4177",2009-03-01,"Singapore",91275
"4178",2009-04-01,"Singapore",86525
"4179",2009-05-01,"Singapore",52058
"4180",2009-06-01,"Singapore",41650
"4181",2009-07-01,"Singapore",72326
"4182",2009-08-01,"Singapore",86530
"4183",2009-09-01,"Singapore",59588
"4184",2009-10-01,"Singapore",83273
"4185",2009-11-01,"Singapore",90358
"4186",2009-12-01,"Singapore",87983
"4187",2010-01-01,"Singapore",98918
"4188",2010-02-01,"Singapore",143050
"4189",2010-03-01,"Singapore",88031
"4190",2010-04-01,"Singapore",91701
"4191",2010-05-01,"Singapore",71628
"4192",2010-06-01,"Singapore",69080
"4193",2010-07-01,"Singapore",117775
"4194",2010-08-01,"Singapore",130566
"4195",2010-09-01,"Singapore",74434
"4196",2010-10-01,"Singapore",92600
"4197",2010-11-01,"Singapore",93998
"4198",2010-12-01,"Singapore",99556
"4199",2011-01-01,"Singapore",132040
"4200",2011-02-01,"Singapore",149941
"4201",2011-03-01,"Singapore",129749
"4202",2011-04-01,"Singapore",131797
"4203",2011-05-01,"Singapore",110920
"4204",2011-06-01,"Singapore",103335
"4205",2011-07-01,"Singapore",183862
"4206",2011-08-01,"Singapore",183890
"4207",2011-09-01,"Singapore",104211
"4208",2011-10-01,"Singapore",133563
"4209",2011-11-01,"Singapore",100824
"4210",2011-12-01,"Singapore",113390
"4211",2012-01-01,"Singapore",201741
"4212",2012-02-01,"Singapore",158002
"4213",2012-03-01,"Singapore",182348
"4214",2012-04-01,"Singapore",173543
"4215",2012-05-01,"Singapore",139946
"4216",2012-06-01,"Singapore",122630
"4217",2012-07-01,"Singapore",201649
"4218",2012-08-01,"Singapore",206606
"4219",2012-09-01,"Singapore",128773
"4220",2012-10-01,"Singapore",170528
"4221",2012-11-01,"Singapore",177098
"4222",2012-12-01,"Singapore",170336
"4223",2013-01-01,"Singapore",189107
"4224",2013-02-01,"Singapore",252958
"4225",2013-03-01,"Singapore",205790
"4226",2013-04-01,"Singapore",227867
"4227",2013-05-01,"Singapore",198421
"4228",2013-06-01,"Singapore",166884
"4229",2013-07-01,"Singapore",248635
"4230",2013-08-01,"Singapore",242256
"4231",2013-09-01,"Singapore",179130
"4232",2013-10-01,"Singapore",117955
"4233",2013-11-01,"Singapore",119618
"4234",2013-12-01,"Singapore",121232
"4235",2014-01-01,"Singapore",188237
"4236",2014-02-01,"Singapore",203595
"4237",2014-03-01,"Singapore",165634
"4238",2014-04-01,"Singapore",126470
"4239",2014-05-01,"Singapore",95951
"4240",2014-06-01,"Singapore",91429
"4241",2014-07-01,"Singapore",180495
"4242",2014-08-01,"Singapore",173899
"4243",2014-09-01,"Singapore",105707
"4244",2014-10-01,"Singapore",133946
"4245",2014-11-01,"Singapore",131665
"4246",2014-12-01,"Singapore",124537
"4247",2015-01-01,"Singapore",140548
"4248",2015-02-01,"Singapore",238011
"4249",2015-03-01,"Singapore",130827
"4250",2015-04-01,"Singapore",153784
"4251",2015-05-01,"Singapore",141375
"4252",2015-06-01,"Singapore",144533
"4253",2015-07-01,"Singapore",246819
"4254",2015-08-01,"Singapore",267122
"4255",2015-09-01,"Singapore",149929
"4256",2015-10-01,"Singapore",165649
"4257",2015-11-01,"Singapore",158736
"4258",2015-12-01,"Singapore",168831
"4259",2016-01-01,"Singapore",229150
"4260",2016-02-01,"Singapore",277926
"4261",2016-03-01,"Singapore",241230
"4262",2016-04-01,"Singapore",269560
"4263",2016-05-01,"Singapore",234089
"4264",2016-06-01,"Singapore",221614
"4265",2016-07-01,"Singapore",311126
"4266",2016-08-01,"Singapore",315556
"4267",2016-09-01,"Singapore",170229
"4268",2016-10-01,"Singapore",173185
"4269",2016-11-01,"Singapore",193984
"4270",2016-12-01,"Singapore",226020
"4271",2017-01-01,"Singapore",316805
"4272",2017-02-01,"Singapore",268993
"4273",2017-03-01,"Singapore",264711
"4274",2017-04-01,"Singapore",252135
"4275",2017-05-01,"Singapore",232361
"4276",2017-06-01,"Singapore",218118
"4277",2017-07-01,"Singapore",349654
"4278",2017-08-01,"Singapore",357287
"4279",2017-09-01,"Singapore",226978
"4280",2017-10-01,"Singapore",245755
"4281",2017-11-01,"Singapore",251096
"4282",2017-12-01,"Singapore",244241
"4283",2018-01-01,"Singapore",291208
"4284",2018-02-01,"Singapore",366616
"4285",2018-03-01,"Singapore",274879
"4286",2018-04-01,"Singapore",291119
"4287",2018-05-01,"Singapore",264802
"4288",2018-06-01,"Singapore",242118
"4289",2018-07-01,"Singapore",361019
"4290",2018-08-01,"Singapore",380108
"4291",2018-09-01,"Singapore",239824
"4292",2018-10-01,"Singapore",247664
"4293",2018-11-01,"Singapore",220053
"4294",2018-12-01,"Singapore",238194
"4295",2019-01-01,"Singapore",320581
"4296",2019-02-01,"Singapore",339550
"4297",2019-03-01,"Singapore",300209
"4298",2019-04-01,"Singapore",302097
"4299",2019-05-01,"Singapore",283445
"4300",2019-06-01,"Singapore",266105
"4301",2019-07-01,"Singapore",389499
"4302",2019-08-01,"Singapore",397066
"4303",2019-09-01,"Singapore",248546
"4304",2019-10-01,"Singapore",258602
"4305",2019-11-01,"Singapore",248614
"4306",2019-12-01,"Singapore",272716
"4307",2020-01-01,"Singapore",329047
"4308",2020-02-01,"Singapore",6222
"4309",2020-03-01,"Singapore",1488
"4310",2020-04-01,"Singapore",18
"4311",2020-05-01,"Singapore",23
"4312",2020-06-01,"Singapore",118
"4313",2020-07-01,"Singapore",958
"4314",2020-08-01,"Singapore",2163
"4315",2020-09-01,"Singapore",2422
"4316",2020-10-01,"Singapore",3169
"4317",2020-11-01,"Singapore",4007
"4318",2020-12-01,"Singapore",7657
"4319",2021-01-01,"Singapore",6599
"4320",2021-02-01,"Singapore",4498
"4321",2021-03-01,"Singapore",8892
"4322",2021-04-01,"Singapore",9056
"4323",2021-05-01,"Singapore",7388
"4324",2021-06-01,"Singapore",6983
"4325",2021-07-01,"Singapore",12669
"4326",2021-08-01,"Singapore",8907
"4327",2021-09-01,"Singapore",8952
"4328",2021-10-01,"Singapore",6065
"4329",2021-11-01,"Singapore",3479
"4330",2021-12-01,"Singapore",4764
"4331",2022-01-01,"Singapore",4361
"4332",2022-02-01,"Singapore",3823
"4333",2022-03-01,"Singapore",4131
"4334",2022-04-01,"Singapore",5048
"4335",2022-05-01,"Singapore",7150
"4336",2022-06-01,"Singapore",10191
"4337",2022-07-01,"Singapore",16622
"4338",2022-08-01,"Singapore",14735
"4339",2022-09-01,"Singapore",14127
"4340",2022-10-01,"Singapore",14971
"4341",2022-11-01,"Singapore",16024
"4342",2022-12-01,"Singapore",19684
"4343",2023-01-01,"Singapore",28363
"4344",2023-02-01,"Singapore",35300
"4345",1995-01-01,"Thailand",23333
"4346",1995-02-01,"Thailand",29822
"4347",1995-03-01,"Thailand",33547
"4348",1995-04-01,"Thailand",30017
"4349",1995-05-01,"Thailand",31602
"4350",1995-06-01,"Thailand",26744
"4351",1995-07-01,"Thailand",35877
"4352",1995-08-01,"Thailand",33971
"4353",1995-09-01,"Thailand",27167
"4354",1995-10-01,"Thailand",31500
"4355",1995-11-01,"Thailand",37078
"4356",1995-12-01,"Thailand",39395
"4357",1996-01-01,"Thailand",34381
"4358",1996-02-01,"Thailand",42057
"4359",1996-03-01,"Thailand",31874
"4360",1996-04-01,"Thailand",34640
"4361",1996-05-01,"Thailand",35855
"4362",1996-06-01,"Thailand",28965
"4363",1996-07-01,"Thailand",46282
"4364",1996-08-01,"Thailand",49820
"4365",1996-09-01,"Thailand",35203
"4366",1996-10-01,"Thailand",40901
"4367",1996-11-01,"Thailand",43857
"4368",1996-12-01,"Thailand",45627
"4369",1997-01-01,"Thailand",44461
"4370",1997-02-01,"Thailand",52127
"4371",1997-03-01,"Thailand",37274
"4372",1997-04-01,"Thailand",48864
"4373",1997-05-01,"Thailand",51787
"4374",1997-06-01,"Thailand",23826
"4375",1997-07-01,"Thailand",27779
"4376",1997-08-01,"Thailand",39609
"4377",1997-09-01,"Thailand",26003
"4378",1997-10-01,"Thailand",25833
"4379",1997-11-01,"Thailand",34026
"4380",1997-12-01,"Thailand",40547
"4381",1998-01-01,"Thailand",60784
"4382",1998-02-01,"Thailand",43980
"4383",1998-03-01,"Thailand",52243
"4384",1998-04-01,"Thailand",40248
"4385",1998-05-01,"Thailand",42941
"4386",1998-06-01,"Thailand",38150
"4387",1998-07-01,"Thailand",59163
"4388",1998-08-01,"Thailand",56681
"4389",1998-09-01,"Thailand",38805
"4390",1998-10-01,"Thailand",44569
"4391",1998-11-01,"Thailand",62965
"4392",1998-12-01,"Thailand",63943
"4393",1999-01-01,"Thailand",72009
"4394",1999-02-01,"Thailand",111444
"4395",1999-03-01,"Thailand",54725
"4396",1999-04-01,"Thailand",66936
"4397",1999-05-01,"Thailand",65041
"4398",1999-06-01,"Thailand",54375
"4399",1999-07-01,"Thailand",77725
"4400",1999-08-01,"Thailand",66549
"4401",1999-09-01,"Thailand",46133
"4402",1999-10-01,"Thailand",57458
"4403",1999-11-01,"Thailand",74142
"4404",1999-12-01,"Thailand",67056
"4405",2000-01-01,"Thailand",75040
"4406",2000-02-01,"Thailand",84634
"4407",2000-03-01,"Thailand",66692
"4408",2000-04-01,"Thailand",82741
"4409",2000-05-01,"Thailand",65429
"4410",2000-06-01,"Thailand",49272
"4411",2000-07-01,"Thailand",62944
"4412",2000-08-01,"Thailand",57478
"4413",2000-09-01,"Thailand",54809
"4414",2000-10-01,"Thailand",45115
"4415",2000-11-01,"Thailand",50693
"4416",2000-12-01,"Thailand",58862
"4417",2001-01-01,"Thailand",90686
"4418",2001-02-01,"Thailand",46648
"4419",2001-03-01,"Thailand",61518
"4420",2001-04-01,"Thailand",73190
"4421",2001-05-01,"Thailand",65946
"4422",2001-06-01,"Thailand",61512
"4423",2001-07-01,"Thailand",80381
"4424",2001-08-01,"Thailand",72492
"4425",2001-09-01,"Thailand",50427
"4426",2001-10-01,"Thailand",51196
"4427",2001-11-01,"Thailand",67811
"4428",2001-12-01,"Thailand",79555
"4429",2002-01-01,"Thailand",73210
"4430",2002-02-01,"Thailand",109352
"4431",2002-03-01,"Thailand",58883
"4432",2002-04-01,"Thailand",80829
"4433",2002-05-01,"Thailand",65299
"4434",2002-06-01,"Thailand",45062
"4435",2002-07-01,"Thailand",55155
"4436",2002-08-01,"Thailand",61226
"4437",2002-09-01,"Thailand",61252
"4438",2002-10-01,"Thailand",57347
"4439",2002-11-01,"Thailand",63875
"4440",2002-12-01,"Thailand",66486
"4441",2003-01-01,"Thailand",72451
"4442",2003-02-01,"Thailand",88319
"4443",2003-03-01,"Thailand",58323
"4444",2003-04-01,"Thailand",23383
"4445",2003-05-01,"Thailand",6490
"4446",2003-06-01,"Thailand",10871
"4447",2003-07-01,"Thailand",26660
"4448",2003-08-01,"Thailand",51270
"4449",2003-09-01,"Thailand",58723
"4450",2003-10-01,"Thailand",61576
"4451",2003-11-01,"Thailand",75196
"4452",2003-12-01,"Thailand",73373
"4453",2004-01-01,"Thailand",100933
"4454",2004-02-01,"Thailand",35791
"4455",2004-03-01,"Thailand",45729
"4456",2004-04-01,"Thailand",71917
"4457",2004-05-01,"Thailand",55895
"4458",2004-06-01,"Thailand",45177
"4459",2004-07-01,"Thailand",66386
"4460",2004-08-01,"Thailand",57684
"4461",2004-09-01,"Thailand",53612
"4462",2004-10-01,"Thailand",63536
"4463",2004-11-01,"Thailand",68789
"4464",2004-12-01,"Thailand",64399
"4465",2005-01-01,"Thailand",25378
"4466",2005-02-01,"Thailand",39505
"4467",2005-03-01,"Thailand",41920
"4468",2005-04-01,"Thailand",57669
"4469",2005-05-01,"Thailand",47955
"4470",2005-06-01,"Thailand",47708
"4471",2005-07-01,"Thailand",93518
"4472",2005-08-01,"Thailand",112868
"4473",2005-09-01,"Thailand",79073
"4474",2005-10-01,"Thailand",78888
"4475",2005-11-01,"Thailand",80808
"4476",2005-12-01,"Thailand",71502
"4477",2006-01-01,"Thailand",91050
"4478",2006-02-01,"Thailand",89650
"4479",2006-03-01,"Thailand",98204
"4480",2006-04-01,"Thailand",91946
"4481",2006-05-01,"Thailand",74005
"4482",2006-06-01,"Thailand",70764
"4483",2006-07-01,"Thailand",88903
"4484",2006-08-01,"Thailand",84507
"4485",2006-09-01,"Thailand",58038
"4486",2006-10-01,"Thailand",49880
"4487",2006-11-01,"Thailand",82163
"4488",2006-12-01,"Thailand",70007
"4489",2007-01-01,"Thailand",64494
"4490",2007-02-01,"Thailand",92237
"4491",2007-03-01,"Thailand",59930
"4492",2007-04-01,"Thailand",78385
"4493",2007-05-01,"Thailand",66692
"4494",2007-06-01,"Thailand",62521
"4495",2007-07-01,"Thailand",78142
"4496",2007-08-01,"Thailand",80323
"4497",2007-09-01,"Thailand",72430
"4498",2007-10-01,"Thailand",75310
"4499",2007-11-01,"Thailand",91479
"4500",2007-12-01,"Thailand",85174
"4501",2008-01-01,"Thailand",84859
"4502",2008-02-01,"Thailand",113990
"4503",2008-03-01,"Thailand",89206
"4504",2008-04-01,"Thailand",101631
"4505",2008-05-01,"Thailand",81564
"4506",2008-06-01,"Thailand",61970
"4507",2008-07-01,"Thailand",81417
"4508",2008-08-01,"Thailand",68860
"4509",2008-09-01,"Thailand",34147
"4510",2008-10-01,"Thailand",41020
"4511",2008-11-01,"Thailand",43987
"4512",2008-12-01,"Thailand",24009
"4513",2009-01-01,"Thailand",57329
"4514",2009-02-01,"Thailand",53106
"4515",2009-03-01,"Thailand",79362
"4516",2009-04-01,"Thailand",70021
"4517",2009-05-01,"Thailand",36425
"4518",2009-06-01,"Thailand",35370
"4519",2009-07-01,"Thailand",47991
"4520",2009-08-01,"Thailand",63700
"4521",2009-09-01,"Thailand",64231
"4522",2009-10-01,"Thailand",83256
"4523",2009-11-01,"Thailand",93030
"4524",2009-12-01,"Thailand",93687
"4525",2010-01-01,"Thailand",106920
"4526",2010-02-01,"Thailand",152717
"4527",2010-03-01,"Thailand",74267
"4528",2010-04-01,"Thailand",52859
"4529",2010-05-01,"Thailand",35833
"4530",2010-06-01,"Thailand",49110
"4531",2010-07-01,"Thailand",90223
"4532",2010-08-01,"Thailand",123591
"4533",2010-09-01,"Thailand",100621
"4534",2010-10-01,"Thailand",99131
"4535",2010-11-01,"Thailand",111970
"4536",2010-12-01,"Thailand",124977
"4537",2011-01-01,"Thailand",143477
"4538",2011-02-01,"Thailand",183163
"4539",2011-03-01,"Thailand",148236
"4540",2011-04-01,"Thailand",138042
"4541",2011-05-01,"Thailand",134825
"4542",2011-06-01,"Thailand",124605
"4543",2011-07-01,"Thailand",179076
"4544",2011-08-01,"Thailand",193881
"4545",2011-09-01,"Thailand",153305
"4546",2011-10-01,"Thailand",149088
"4547",2011-11-01,"Thailand",67651
"4548",2011-12-01,"Thailand",105898
"4549",2012-01-01,"Thailand",222773
"4550",2012-02-01,"Thailand",158742
"4551",2012-03-01,"Thailand",198767
"4552",2012-04-01,"Thailand",214689
"4553",2012-05-01,"Thailand",192642
"4554",2012-06-01,"Thailand",180481
"4555",2012-07-01,"Thailand",263412
"4556",2012-08-01,"Thailand",278182
"4557",2012-09-01,"Thailand",231560
"4558",2012-10-01,"Thailand",262432
"4559",2012-11-01,"Thailand",294518
"4560",2012-12-01,"Thailand",288662
"4561",2013-01-01,"Thailand",339067
"4562",2013-02-01,"Thailand",464975
"4563",2013-03-01,"Thailand",372875
"4564",2013-04-01,"Thailand",427780
"4565",2013-05-01,"Thailand",383292
"4566",2013-06-01,"Thailand",370064
"4567",2013-07-01,"Thailand",458683
"4568",2013-08-01,"Thailand",476765
"4569",2013-09-01,"Thailand",455202
"4570",2013-10-01,"Thailand",299982
"4571",2013-11-01,"Thailand",323222
"4572",2013-12-01,"Thailand",265428
"4573",2014-01-01,"Thailand",357034
"4574",2014-02-01,"Thailand",360023
"4575",2014-03-01,"Thailand",319881
"4576",2014-04-01,"Thailand",332819
"4577",2014-05-01,"Thailand",302823
"4578",2014-06-01,"Thailand",220497
"4579",2014-07-01,"Thailand",360231
"4580",2014-08-01,"Thailand",449670
"4581",2014-09-01,"Thailand",424461
"4582",2014-10-01,"Thailand",500666
"4583",2014-11-01,"Thailand",512856
"4584",2014-12-01,"Thailand",495337
"4585",2015-01-01,"Thailand",561925
"4586",2015-02-01,"Thailand",780549
"4587",2015-03-01,"Thailand",663571
"4588",2015-04-01,"Thailand",701169
"4589",2015-05-01,"Thailand",668079
"4590",2015-06-01,"Thailand",632889
"4591",2015-07-01,"Thailand",775896
"4592",2015-08-01,"Thailand",800596
"4593",2015-09-01,"Thailand",532696
"4594",2015-10-01,"Thailand",566164
"4595",2015-11-01,"Thailand",615407
"4596",2015-12-01,"Thailand",637858
"4597",2016-01-01,"Thailand",814693
"4598",2016-02-01,"Thailand",958201
"4599",2016-03-01,"Thailand",856683
"4600",2016-04-01,"Thailand",816029
"4601",2016-05-01,"Thailand",738601
"4602",2016-06-01,"Thailand",715411
"4603",2016-07-01,"Thailand",865355
"4604",2016-08-01,"Thailand",891382
"4605",2016-09-01,"Thailand",658895
"4606",2016-10-01,"Thailand",474363
"4607",2016-11-01,"Thailand",432467
"4608",2016-12-01,"Thailand",535566
"4609",2017-01-01,"Thailand",859617
"4610",2017-02-01,"Thailand",790051
"4611",2017-03-01,"Thailand",789417
"4612",2017-04-01,"Thailand",748127
"4613",2017-05-01,"Thailand",762193
"4614",2017-06-01,"Thailand",762481
"4615",2017-07-01,"Thailand",937971
"4616",2017-08-01,"Thailand",983245
"4617",2017-09-01,"Thailand",760999
"4618",2017-10-01,"Thailand",805616
"4619",2017-11-01,"Thailand",790839
"4620",2017-12-01,"Thailand",815704
"4621",2018-01-01,"Thailand",969996
"4622",2018-02-01,"Thailand",1198971
"4623",2018-03-01,"Thailand",1004025
"4624",2018-04-01,"Thailand",986703
"4625",2018-05-01,"Thailand",869206
"4626",2018-06-01,"Thailand",900652
